camera accessory

camera_id,accessory_id,compatible,reason
C-ARRI-AMIRA,A-MONITOR-SMALLHD-24,True,Universal SDI accessory
C-ARRI-AMIRA,A-POWER-26V-GOLD,False,Requires 24V-compatible system
C-ARRI-AMIRA,A-POWER-V150,True,Standard accessory
C-ARRI-AMIRA,A-POWER-SHARKFIN,False,ARRI 35-specific adapter
C-ARRI-AMIRA,A-CABLE-DTAP,True,Universal D-Tap power cable
C-ARRI-AMIRA,A-COMMS-HOLLYLANDER,True,Universal intercom
C-PANA-DXL2,A-MATTEBOX-ARRI-LW,True,Lens-front universal accessory
C-PANA-DXL2,A-FILTER-NDSET,True,Lens-front universal accessory
C-PANA-DXL2,A-FILTER-ROTA-POLA,True,Lens-front universal accessory
C-PANA-DXL2,A-FILTER-DIOPTER,True,Lens-front universal accessory
C-PANA-DXL2,A-FF-ARRI-HI5,False,ARRI L-BUS ecosystem only
C-PANA-DXL2,A-MOTOR-CFORCE,False,ARRI L-BUS ecosystem only
C-PANA-DXL2,A-WIRELESS-TERADEK-3000,True,Universal SDI accessory
C-PANA-DXL2,A-MONITOR-SMALLHD-703,True,Universal SDI accessory
C-PANA-DXL2,A-MONITOR-SMALLHD-13,True,Universal SDI accessory
C-PANA-DXL2,A-MONITOR-SMALLHD-24,True,Universal SDI accessory
C-PANA-DXL2,A-POWER-26V-GOLD,False,Requires 24V-compatible system
C-PANA-DXL2,A-POWER-V150,True,Standard accessory
C-PANA-DXL2,A-POWER-SHARKFIN,False,ARRI 35-specific adapter
C-PANA-DXL2,A-CABLE-DTAP,True,Universal D-Tap power cable
C-PANA-DXL2,A-COMMS-HOLLYLANDER,True,Universal intercom
C-SONY-VENICE,A-MATTEBOX-ARRI-LW,True,Lens-front universal accessory
C-SONY-VENICE,A-FILTER-NDSET,True,Lens-front universal accessory
C-SONY-VENICE,A-FILTER-ROTA-POLA,True,Lens-front universal accessory
C-SONY-VENICE,A-FILTER-DIOPTER,True,Lens-front universal accessory
C-SONY-VENICE,A-FF-ARRI-HI5,False,ARRI L-BUS ecosystem only
C-SONY-VENICE,A-MOTOR-CFORCE,False,ARRI L-BUS ecosystem only
C-SONY-VENICE,A-WIRELESS-TERADEK-3000,True,Universal SDI accessory
C-SONY-VENICE,A-MONITOR-SMALLHD-703,True,Universal SDI accessory
C-SONY-VENICE,A-MONITOR-SMALLHD-13,True,Universal SDI accessory
C-SONY-VENICE,A-MONITOR-SMALLHD-24,True,Universal SDI accessory
C-SONY-VENICE,A-POWER-26V-GOLD,True,Standard accessory
C-SONY-VENICE,A-POWER-V150,True,Standard accessory
C-SONY-VENICE,A-POWER-SHARKFIN,False,ARRI 35-specific adapter
C-SONY-VENICE,A-CABLE-DTAP,True,Universal D-Tap power cable
C-SONY-VENICE,A-COMMS-HOLLYLANDER,True,Universal intercom
C-SONY-VENICE2,A-MATTEBOX-ARRI-LW,True,Lens-front universal accessory
C-SONY-VENICE2,A-FILTER-NDSET,True,Lens-front universal accessory
C-SONY-VENICE2,A-FILTER-ROTA-POLA,True,Lens-front universal accessory
C-SONY-VENICE2,A-FILTER-DIOPTER,True,Lens-front universal accessory
C-SONY-VENICE2,A-FF-ARRI-HI5,False,ARRI L-BUS ecosystem only
C-SONY-VENICE2,A-MOTOR-CFORCE,False,ARRI L-BUS ecosystem only
C-SONY-VENICE2,A-WIRELESS-TERADEK-3000,True,Universal SDI accessory
C-SONY-VENICE2,A-MONITOR-SMALLHD-703,True,Universal SDI accessory
C-SONY-VENICE2,A-MONITOR-SMALLHD-13,True,Universal SDI accessory
C-SONY-VENICE2,A-MONITOR-SMALLHD-24,True,Universal SDI accessory
C-SONY-VENICE2,A-POWER-26V-GOLD,True,Standard accessory
C-SONY-VENICE2,A-POWER-V150,True,Standard accessory
C-SONY-VENICE2,A-POWER-SHARKFIN,False,ARRI 35-specific adapter
C-SONY-VENICE2,A-CABLE-DTAP,True,Universal D-Tap power cable
C-SONY-VENICE2,A-COMMS-HOLLYLANDER,True,Universal intercom
